label,Near earth,Magnitude,Eccentricity,Semi-major axis (AU),Perihelion distance (AU),Rotation period (s)
(NP10),N,13.3,0.0857,2.7694,2.532,
(NP22),N,13.8,0.2055,2.5643,2.0372,
(NP3),N,13,0.1585,2.6637,2.2416,
(NP37),N,12.9,0.0565,3.0012,2.8316,50464.26
(NQ13),N,13.8,0.3025,3.9464,2.7525,
(NQ2),N,13.9,0.0393,3.2334,3.1064,
(NQ2),N,13.6,0.1319,2.7926,2.4242,
(NQ21),N,13.7,0.1512,2.7859,2.3646,
(NQ22),N,13.9,0.1434,3.0448,2.6082,
(NQ25),N,12.7,0.1364,2.8642,2.4735,
(NQ9),N,13.9,0.0315,2.7913,2.7035,
(NR10),N,13,0.1001,3.0641,2.7574,
(NR12),N,13.9,0.0789,3.1357,2.8883,
(NR2),N,13.8,0.1583,3.1327,2.6369,
(NR25),N,13.5,0.0971,3.1426,2.8373,
(NR34),N,13.7,0.1263,2.7381,2.3924,
(NR38),N,13.2,0.1083,2.8718,2.5607,
(NR48),N,13.2,0.0424,3.162,3.0279,
(NR56),N,13.7,0.1616,3.1221,2.6177,
(NR59),N,13.1,0.1137,3.1715,2.811,
(NR6),N,13,0.1098,2.9864,2.6585,
(NR60),N,13.2,0.1024,2.5842,2.3197,
(NS12),N,13.7,0.1944,3.2073,2.5839,
(NS36),N,12.8,0.1036,3.1655,2.8376,
(NS49),N,13.2,0.211,2.9456,2.3241,
(NS52),N,13.4,0.2344,3.9694,3.0392,
(NS55),N,13.2,0.0334,3.1905,3.0841,
(NS56),N,13.8,0.1311,2.615,2.2721,8964
(NS8),N,13.1,0.1818,2.584,2.1142,79048.8
(NT18),N,13.4,0.1668,3.0958,2.5795,24703.2
(NT27),N,13.6,0.1149,3.2568,2.8827,
(NT28),N,13.7,0.165,3.0835,2.5746,
(NT3),N,13.1,0.3082,3.0632,2.119,
(NT5),N,12.5,0.1878,2.5813,2.0966,10476
(NT53),N,13.7,0.1399,2.6721,2.2982,
(NU),N,12.5,0.0838,3.1796,2.9132,18549.828
(NU1),N,13.1,0.0549,2.6786,2.5315,51393.6
(NU17),N,13.8,0.3097,3.9795,2.7471,
(NU18),N,13.6,0.0776,3.0899,2.8501,
(NU32),N,13.1,0.1212,3.1509,2.769,
(NU41),N,13.7,0.1841,3.1802,2.5946,
(NU52),N,13.5,0.1085,2.6186,2.3346,33055.2
(NU56),N,13.5,0.1412,2.6636,2.2874,
(NU8),N,13.4,0.1335,3.117,2.7008,
(NU9),N,13.6,0.1168,2.8392,2.5074,
(NV10),N,13.4,0.1516,3.1763,2.6947,
(NV14),N,13.4,0.2112,3.2144,2.5356,
(NV26),N,13.4,0.06,3.16,2.9703,
(NV27),N,10,0.0155,5.123,5.0436,54464.4
(NV3),N,12.9,0.0836,2.8453,2.6074,
(NV40),N,13.6,0.2171,3.1304,2.4507,
(NV41),N,12.8,0.1412,2.5331,2.1754,58972.68
(NV55),N,12.6,0.0259,2.9897,2.9124,49863.6
(NV6),N,13.8,0.1266,3.1783,2.7758,
(NW),N,13,0.1767,2.6382,2.1721,21261.6
(NW2),N,13.2,0.2346,3.9747,3.0424,
(NW34),N,13.6,0.1239,2.6173,2.2931,
(NW4),N,12.9,0.025,3.1903,3.1106,
(NW4),N,13.7,0.194,2.5614,2.0645,
(NX17),N,12.8,0.4289,5.0254,2.8701,
(NX2),N,13.9,0.2429,2.7139,2.0548,
(NX54),N,12.9,0.0276,2.7145,2.6397,
(NY),N,13.7,0.3301,2.5562,1.7125,54000
(NY19),N,13.3,0.1086,3.214,2.8649,
(NY25),N,13.6,0.0244,3.2433,3.1643,
(NY36),N,13.7,0.2229,2.7542,2.1403,759600
(NY38),N,13.3,0.0828,2.9962,2.7482,
(NY41),N,13.3,0.1641,3.1634,2.6443,
(NY6),N,13.5,0.0702,3.169,2.9466,50780.664
(NZ),N,12.4,0.1616,2.6072,2.1858,60696
(NZ1),N,13,0.1209,3.0879,2.7145,18140.4
(NZ14),N,13.8,0.1022,2.9403,2.6397,
(NZ2),N,13.8,0.1145,3.1618,2.7998,482014.8
(NZ41),N,10.8,0.0571,5.2172,4.9193,169272
(NZ43),N,12.9,0.2718,3.9386,2.8679,
(NZ47),N,13.2,0.1585,3.9804,3.3494,
(NZ5),N,13.9,0.1388,3.1227,2.6893,
(NZ5),N,13.8,0.2771,2.4151,1.7459,13189.32
(NZ52),N,12.7,0.131,3.1465,2.7343,
(NZ53),N,13.6,0.203,3.115,2.4825,
(NZ6),N,13.2,0.1564,2.8913,2.439,
(OA),N,12.9,0.0671,3.1958,2.9814,
(OA103),N,13.2,0.0204,2.9406,2.8806,
(OA105),N,13.7,0.1469,2.6775,2.2842,15526.8
(OA108),N,13.1,0.1668,2.6872,2.2391,
(OA21),N,13.6,0.2078,3.1989,2.5343,
(OA24),N,13.4,0.3033,2.9203,2.0346,11556
(OA3),N,13.7,0.0397,3.2246,3.0965,
(OA3),N,13.3,0.0949,2.9753,2.6931,29120.4
(OA32),N,13.3,0.1097,3.1684,2.821,
(OA5),N,13.6,0.192,3.1598,2.5531,
(OA5),N,12.6,0.1309,3.1107,2.7034,
(OA54),N,13.6,0.1538,2.7137,2.2963,
(OA61),N,12.1,0.0689,5.1512,4.7964,70016.4
(OA81),N,13.6,0.1432,2.5936,2.2221,
(OB),N,13.3,0.2068,3.0911,2.452,
(OB),N,13.9,0.2969,2.4107,1.6949,
(OB101),N,13.8,0.1345,3.2076,2.7763,
(OB13),N,13.2,0.0699,3.196,2.9725,
(OB14),N,13.2,0.1103,3.411,3.0346,
(OB14),N,13.9,0.0863,2.7487,2.5115,
(OB2),N,13.5,0.3474,3.0138,1.9669,53460
(OB25),N,13.5,0.0594,3.1713,2.9829,16816.68
(OB28),N,13.6,0.2623,3.9425,2.9082,
(OB3),N,12.2,0.0924,2.987,2.7112,
(OB4),N,13.7,0.2459,2.6485,1.9973,
(OB5),N,13.4,0.1921,2.6854,2.1696,
(OB52),N,13.4,0.1266,2.5757,2.2497,21600
(OB57),N,13.8,0.2107,3.1535,2.4892,
(OB66),N,13.9,0.1084,2.8049,2.5009,
(OB95),N,12.3,0.094,3.1782,2.8794,
(OC1),N,13.2,0.0868,3.0299,2.767,
(OC103),N,13.7,0.1975,2.9899,2.3992,
(OC12),N,13.8,0.0691,2.9829,2.7768,
(OC32),N,12.7,0.0868,3.1568,2.8828,
(OC48),N,13.9,0.0513,2.3738,2.2521,
(OC5),N,13.2,0.169,3.167,2.6317,
(OC5),N,13.4,0.2084,2.5555,2.023,24541.2
(OC6),N,13.4,0.0842,3.0498,2.7931,
(OC61),N,12.5,0.2074,3.119,2.4722,
(OC66),N,13.9,0.1634,3.0545,2.5553,
(OC85),N,13.9,0.1692,3.1933,2.6529,
(OC93),N,13.8,0.2207,3.1437,2.4499,27579.6
(OD),N,12.7,0.1346,2.7825,2.4078,
(OD100),N,13.8,0.1206,3.0664,2.6967,
(OD22),N,12.7,0.0701,3.1772,2.9545,
(OD3),N,13.8,0.0792,3.0634,2.8207,
(OD42),N,13.4,0.0418,2.9981,2.8728,65448
(OD48),N,13.4,0.2399,3.0776,2.3394,
(OD8),N,13.1,0.0667,5.1749,4.8296,
(OD81),N,12.7,0.1236,2.9909,2.6214,17373.6
(OD98),N,13.1,0.0671,2.9977,2.7965,14004
(OE19),N,13.5,0.043,2.5619,2.4518,9396
(OE2),N,13.1,0.0636,3.1784,2.9764,
(OE21),N,13.6,0.1866,3.1385,2.5529,
(OE4),N,13.7,0.3021,2.7761,1.9374,
(OE45),N,12.3,0.0916,3.1016,2.8174,
(OE57),N,13.6,0.1818,3.1966,2.6154,
(OE6),N,13.4,0.1074,2.5976,2.3186,
(OE7),N,13.4,0.1173,3.0552,2.6968,
(OE98),N,13.1,0.1381,3.0408,2.6209,
(OF1),N,12.8,0.1858,3.1208,2.541,
(OF14),N,13.7,0.2321,3.0603,2.3499,
(OF20),N,13.6,0.0236,3.2413,3.1649,
(OF25),N,13.8,0.2379,3.1208,2.3783,
(OF3),N,13.6,0.1246,3.9609,3.4674,
(OF3),N,13.8,0.1879,2.6922,2.1864,
(OF37),N,13.4,0.0894,3.0117,2.7424,
(OF42),N,13.4,0.0915,3.0399,2.7618,
(OF44),N,13.8,0.157,3.1255,2.6347,
(OF44),N,13.4,0.1045,2.6745,2.3949,
(OF50),N,13.7,0.1892,3.1542,2.5575,
(OF53),N,13.8,0.0936,3.041,2.7562,
(OF54),N,13.4,0.0422,3.1191,2.9876,
(OF65),N,13.9,0.1074,3.1058,2.7723,
(OF83),N,13.6,0.1406,2.9839,2.5645,
(OF9),N,12.9,0.1591,3.203,2.6932,36320.4
(OG100),N,13,0.0735,3.2109,2.9748,29721.6
(OG12),N,13.4,0.0829,2.9891,2.7413,
(OG12),N,13.8,0.0916,2.6278,2.3872,
(OG20),N,13.3,0.1625,3.1592,2.6458,
(OG23),N,13.9,0.1739,3.1545,2.6058,
(OG45),N,12,0.1057,3.182,2.8457,
(OG48),N,13.9,0.1621,2.3547,1.9731,
(OG52),N,13.4,0.0463,3.2297,3.0801,50018.4
(OG66),N,13.9,0.1448,3.1733,2.7138,
(OG7),N,13.1,0.1055,3.1801,2.8447,
(OH),N,13.6,0.1711,2.7072,2.244,
(OH1),N,12.9,0.0665,3.1835,2.9719,
(OH1),N,12.8,0.2922,3.1406,2.2229,
(OH1),N,13,0.0791,2.8936,2.6648,
(OH101),N,12.9,0.1358,3.0412,2.6282,
(OH2),N,12.8,0.1783,3.1739,2.6081,17150.4
(OH20),N,13.8,0.1421,3.1358,2.6902,
(OH27),N,13.7,0.0878,3.0498,2.782,
(OH37),N,13.9,0.0937,2.9769,2.698,
(OH4),N,13.3,0.1163,3.1185,2.7557,
(OH4),N,13.8,0.1168,2.9981,2.6479,
(OH44),N,13.7,0.0238,3.0922,3.0186,
(OH5),N,13.9,0.1215,3.1136,2.7354,
(OH5),N,13.3,0.0505,2.3172,2.2002,
(OH50),N,12.6,0.1291,2.5322,2.2054,
(OH53),N,13.3,0.1185,3.0432,2.6826,
(OH56),N,13.8,0.0075,3.3743,3.349,
(OH6),N,13,0.0926,3.1656,2.8726,
(OH65),N,13.4,0.0599,3.1641,2.9744,11214
(OH76),N,13.9,0.1669,3.9823,3.3176,
(OH96),N,13,0.0255,3.2092,3.1272,
(OJ2),N,12.9,0.1045,2.588,2.3177,
(OJ32),N,13.9,0.1665,3.153,2.6281,
(OJ50),N,13.4,0.1743,2.6685,2.2033,
(OJ51),N,13.4,0.0373,2.579,2.4828,
(OJ76),N,13.3,0.0878,3.532,3.2219,
(OJ92),N,13.8,0.0269,3.046,2.964,
(OK1),N,12,0.0454,3.1695,3.0254,
(OK13),N,13.4,0.0584,3.0634,2.8847,
(OK16),N,13.3,0.2118,3.0774,2.4255,
(OK3),N,12.5,0.0801,3.1793,2.9246,
(OK34),N,13.8,0.225,2.669,2.0684,
(OK39),N,12.3,0.0114,3.2502,3.2131,
(OK43),N,12.9,0.0795,3.1738,2.9213,
(OK51),N,13.6,0.2865,3.077,2.1955,14047.2
(OK52),N,13.7,0.3095,3.1967,2.2072,
(OK8),N,10.9,0.056,5.244,4.9502,28836
(OL1),N,13.2,0.1805,3.2236,2.6419,76348.8
(OL103),N,13.6,0.1142,3.1751,2.8126,
(OL2),N,13.9,0.1429,3.0524,2.6164,
(OL20),N,13.8,0.2128,3.1182,2.4546,
(OL3),N,13.9,0.1479,3.2111,2.7361,30060
(OL3),N,13.6,0.0686,2.989,2.7841,26560.8
(OL74),N,13.8,0.1212,2.8413,2.497,
(OL8),N,13.1,0.1098,3.2263,2.8721,
(OM),N,13.7,0.29,2.9329,2.0825,
(OM1),N,12.8,0.0945,3.1633,2.8644,
(OM10),N,13.4,0.1017,3.0014,2.6961,
(OM101),N,13.8,0.0203,3.1248,3.0615,
(OM104),N,13.8,0.101,3.1351,2.8184,
(OM20),N,13,0.2493,3.9168,2.9405,
(OM21),N,13.7,0.0907,5.2365,4.7616,
(OM23),N,12.7,0.1858,3.2118,2.615,
(OM25),N,13.7,0.1131,2.5113,2.2274,250484.4
(OM31),N,13.4,0.2421,2.3482,1.7798,12412.98
(OM43),N,13.2,0.0649,2.9984,2.8038,
(OM44),N,13.1,0.1271,2.5689,2.2425,22953.6
(OM45),N,13.1,0.092,2.9974,2.7218,
(OM48),N,13.4,0.1126,3.1282,2.7761,
(OM5),N,13.3,0.0309,2.993,2.9005,
(OM7),N,13,0.0459,2.7858,2.658,
(OM8),N,13.8,0.1274,3.0564,2.6668,18792
(OM83),N,13.7,0.2733,3.0835,2.2407,
(ON103),N,13.3,0.134,3.0564,2.6468,
(ON11),N,13.6,0.0177,2.9107,2.8593,
(ON24),N,13.6,0.1483,3.1702,2.6999,
(ON37),N,13.9,0.1844,3.1923,2.6038,
(ON44),N,13.8,0.1684,2.5819,2.1471,26607.6
(ON5),N,13.5,0.0612,2.7543,2.5856,
(OO1),N,13.1,0.0873,3.046,2.7801,
(OO103),N,13.7,0.1731,2.8021,2.3172,
(OO35),N,13.9,0.1235,3.001,2.6305,
(OO5),N,12.4,0.0108,5.2136,5.1572,
(OO60),N,13.9,0.1477,3.1936,2.7218,18000
(OO7),N,12.8,0.0863,5.295,4.8379,
(OO83),N,13.8,0.0689,3.216,2.9943,
(OP),N,13.3,0.1574,2.7,2.2751,
(OP1),N,12.4,0.102,3.0421,2.732,
(OP14),N,13.6,0.102,3.1655,2.8426,
(OP24),N,13.7,0.1866,3.168,2.5769,20196
(OP27),N,12.5,0.1363,3.2165,2.778,
(OP32),N,11.4,0.056,5.1564,4.8677,
(OP51),N,11.7,0.0954,3.1883,2.8842,
(OP7),N,11.8,0.1117,3.0213,2.6838,20070.72
(OP71),N,13.6,0.1567,2.7546,2.3229,
(OP88),N,13.7,0.0568,3.0615,2.8877,37796.4
(OQ),N,13,0.1973,2.8925,2.3218,
(OQ105),N,13.1,0.1158,3.0385,2.6865,
(OQ15),N,12.8,0.0773,5.1858,4.7851,
(OQ20),N,13.2,0.1901,3.1628,2.5616,
(OQ37),N,13.9,0.1473,3.2297,2.754,
(OQ42),N,13.9,0.1531,3.4342,2.9084,
(OQ43),N,13.1,0.1363,3.0772,2.6578,
(OQ80),N,13.5,0.1912,2.7058,2.1884,
(OR10),N,13.9,0.1977,3.1657,2.5399,32580
(OR107),N,13.6,0.1531,3.2113,2.7197,
(OR12),N,13.5,0.0636,2.9292,2.7428,
(OR22),N,13,0.3289,3.9694,2.664,
(OR34),N,13.7,0.1,3.0992,2.7892,
(OR38),N,13.3,0.1521,3.0428,2.58,
(OR49),N,13.3,0.0725,3.1822,2.9516,
(OR5),N,13.9,0.1114,3.1178,2.7705,
(OR5),N,13.6,0.1522,2.9683,2.5166,
(OR51),N,13,0.0719,3.2078,2.9772,19558.8
(OR69),N,13.3,0.1133,3.1582,2.8004,
(OS103),N,13.8,0.184,3.1866,2.6004,
(OS104),N,13.5,0.0812,2.7843,2.5583,
(OS107),N,13.9,0.1121,2.9606,2.6286,
(OS14),N,12.5,0.0896,3.1662,2.8826,
(OS14),N,13.8,0.0358,2.7459,2.6476,
(OS27),N,13,0.2058,3.1393,2.4931,
(OS5),N,13.3,0.2465,3.1012,2.3368,
(OS51),N,13.8,0.1258,3.2246,2.819,
(OS52),N,13.8,0.1365,3.1221,2.696,
(OS57),N,13.8,0.0116,2.8553,2.8223,
(OS74),N,12.6,0.1565,2.9165,2.4599,31258.8
(OT),N,12.9,0.2946,2.7322,1.9272,49514.4
(OT107),N,13.5,0.1616,3.1648,2.6533,
(OT27),N,13.5,0.1201,3.1506,2.7721,
(OT29),N,13.9,0.0428,3.1693,3.0336,
(OT32),N,13.9,0.0664,3.2248,3.0107,
(OT35),N,12.3,0.1741,3.1893,2.6339,
(OT43),N,13.5,0.2154,3.1758,2.4917,
(OT44),N,13.4,0.167,3.1578,2.6306,
(OT51),N,13.6,0.2162,2.5681,2.0128,
(OT53),N,12.1,0.1276,3.1466,2.7451,13284
(OT56),N,13.1,0.1385,3.9664,3.4168,
(OT6),N,13.6,0.0405,3.1864,3.0574,
(OT6),N,13.6,0.0629,3.1626,2.9636,
(OT74),N,13.6,0.1871,2.9422,2.3917,
(OT8),N,13.6,0.1329,3.0645,2.6572,
(OT80),N,13.2,0.1581,2.5587,2.1542,35748
(OT9),N,13.3,0.0536,2.7968,2.647,19800
(OU1),N,12.8,0.0544,3.0248,2.8602,
(OU2),N,11.9,0.1267,5.2308,4.5681,
(OU20),N,13.3,0.151,3.1536,2.6774,
(OU20),N,12.8,0.1566,2.6508,2.2358,25819.2
(OU3),N,13.8,0.1824,2.7901,2.2811,112849.2
(OU30),N,11,0.0153,5.1074,5.0291,58320
(OU32),N,13.4,0.1988,2.7618,2.2128,
(OU6),N,12.3,0.0828,5.2512,4.8163,
(OU74),N,13.9,0.237,3.0878,2.3559,
(OU83),N,13.8,0.1592,3.1697,2.6651,
(OV12),N,13.5,0.0662,2.7866,2.6022,
(OV13),N,13.9,0.0792,3.038,2.7974,
(OV14),N,13.4,0.0513,3.0585,2.9016,21387.6
(OV14),N,13.2,0.0565,2.6421,2.4929,
(OV20),N,13.6,0.1051,2.6721,2.3913,
(OV27),N,13.6,0.1386,2.536,2.1845,36000
(OV4),N,13.5,0.0462,2.9209,2.7859,
(OV41),N,13.8,0.0971,3.4801,3.1421,
(OV52),N,13.6,0.2458,3.1541,2.3789,
(OV53),N,13.9,0.0969,3.1541,2.8486,30426.66
(OV97),N,12.8,0.0403,3.0026,2.8815,
(OW1),N,13.9,0.063,3.0984,2.9032,23184
(OW110),N,13.7,0.0976,3.2188,2.9047,
(OW16),N,13.2,0.0976,3.1585,2.8504,
(OW2),N,12.8,0.1521,2.6147,2.217,
(OW23),N,13,0.217,3.1103,2.4352,
(OW37),N,13.9,0.178,3.329,2.7366,
(OW5),N,12.5,0.1092,5.2758,4.6998,
(OW52),N,13,0.0491,3.0583,2.9082,41086.8
(OW6),N,13.8,0.1478,3.1761,2.7068,
(OW71),N,13.5,0.1126,3.5388,3.1404,
(OW98),N,13.9,0.2074,3.1547,2.5004,12661.2
(OX11),N,13,0.1481,3.154,2.6868,
(OX12),N,13.3,0.2537,3.101,2.3144,
(OX14),N,13.5,0.1388,2.5833,2.2246,
(OX21),N,13.6,0.2479,3.9593,2.9776,47815.2
(OX23),N,13.9,0.1072,2.9824,2.6626,
(OX27),N,13.8,0.1347,3.121,2.7005,
(OX27),N,13.3,0.2149,2.3138,1.8166,50914.8
(OX3),N,13.9,0.1423,3.197,2.742,
(OX6),N,13.2,0.0642,2.8611,2.6773,
(OX97),N,13.6,0.116,2.9616,2.6182,
(OY1),N,13.8,0.1676,3.1819,2.6488,
(OY1),N,13.3,0.1756,2.5956,2.1399,
(OY102),N,13.7,0.1744,2.594,2.1416,
(OY12),N,13.4,0.0776,2.5702,2.3708,
(OY13),N,13.4,0.0554,3.123,2.9499,
(OY17),N,13.5,0.1039,3.0639,2.7456,
(OY31),N,13.2,0.0976,3.0748,2.7748,
(OY7),N,13.8,0.1618,3.0547,2.5605,
(OY75),N,13.3,0.1547,5.1465,4.3503,
(OY80),N,13.1,0.065,2.8729,2.6863,
(OY82),N,12.7,0.0519,3.1686,3.0043,10591.2
(OZ105),N,12.6,0.1086,3.1571,2.8141,
(OZ107),N,13.7,0.1674,3.1196,2.5973,
(OZ11),N,13.5,0.2107,3.0367,2.3969,15199.7652
(OZ12),N,12.7,0.0963,3.1214,2.8209,
(OZ2),N,13.5,0.0656,5.2684,4.9225,
(OZ24),N,13.4,0.1394,2.9519,2.5405,
(OZ3),N,13.8,0.1107,2.9972,2.6654,
(OZ44),N,13.4,0.0901,2.7945,2.5426,
(OZ45),N,12.9,0.1654,2.8157,2.35,
(OZ47),N,13.9,0.2261,2.5684,1.9877,
(OZ8),N,12.7,0.063,3.0643,2.8714,
(OZ9),N,11.8,0.1979,3.9904,3.2005,60346.8
(P-L),N,13.7,0.1254,3.2568,2.8484,
(P-L),N,13.7,0.0432,3.2435,3.1036,
(P-L),N,13.9,0.1195,3.2407,2.8535,
(P-L),N,13.4,0.127,3.2347,2.8238,
(P-L),N,13.3,0.1334,3.2312,2.8003,
(P-L),N,13.9,0.0922,3.2197,2.9228,
(P-L),N,13.1,0.1114,3.1932,2.8373,
(P-L),N,13.8,0.1774,3.1906,2.6247,
(P-L),N,13.8,0.1321,3.19,2.7686,
(P-L),N,13.9,0.1124,3.1873,2.829,
(P-L),N,13,0.1826,3.187,2.6052,
(P-L),N,13.6,0.1495,3.1826,2.7067,
(P-L),N,12.1,0.0468,3.1821,3.0332,16956
(P-L),N,13.6,0.1148,3.1749,2.8104,
(P-L),N,13.9,0.073,3.1734,2.9416,
(P-L),N,11.9,0.1028,3.1728,2.8467,420354
(P-L),N,13.5,0.0555,3.1725,2.9963,
(P-L),N,13.1,0.2267,3.1711,2.4522,
(P-L),N,13.7,0.0908,3.1628,2.8756,
(P-L),N,13.6,0.2044,3.1543,2.5095,
(P-L),N,13.5,0.2269,3.1534,2.438,
(P-L),N,12.8,0.2985,3.1069,2.1794,22338
(P-L),N,13.9,0.1769,3.0934,2.546,
(P-L),N,12.8,0.1298,3.0797,2.6801,
(P-L),N,13.7,0.1075,3.0735,2.743,
(P-L),N,13.5,0.1994,3.0687,2.4569,
(P-L),N,13.3,0.0658,3.0665,2.8647,
(P-L),N,13.9,0.2249,3.0499,2.364,
(P-L),N,13.2,0.1693,3.0468,2.531,13239.8388
(P-L),N,13.5,0.0768,3.0448,2.811,
(P-L),N,13.3,0.1048,3.0389,2.7205,
(P-L),N,13.3,0.1857,3.0372,2.4731,
(P-L),N,12.6,0.1516,3.0356,2.5753,13179.6
(P-L),N,13.7,0.1376,3.028,2.6114,13536
(P-L),N,13.6,0.0575,3.0228,2.849,
(P-L),N,13.9,0.0903,3.0123,2.7404,
(P-L),N,13.3,0.1303,3.0116,2.6192,
(P-L),N,13.2,0.0336,3.0083,2.9071,
(P-L),N,12.9,0.0838,2.9902,2.7395,
(P-L),N,13.7,0.1832,2.9899,2.4422,
(P-L),N,13.7,0.0894,2.9847,2.718,
(P-L),N,13.6,0.1135,2.9834,2.6447,
(P-L),N,13.5,0.1051,2.9812,2.6677,
(P-L),N,13.9,0.0515,2.9779,2.8245,
(P-L),N,13.8,0.044,2.9694,2.8388,
(P-L),N,13.5,0.1184,2.9407,2.5925,
(P-L),N,13.8,0.1209,2.9252,2.5716,
(P-L),N,13.9,0.0707,2.9235,2.7167,
(P-L),N,13.8,0.074,2.9111,2.6956,
(P-L),N,13.8,0.0376,2.8305,2.7239,
(P-L),N,13.9,0.0518,2.7922,2.6476,
(P-L),N,13.7,0.1468,2.7904,2.3807,
(P-L),N,13.6,0.0297,2.6901,2.6102,74854.8
(P-L),N,13.2,0.1276,2.6236,2.2888,
(PA12),N,12.8,0.234,3.9977,3.0622,
(PA20),N,13.3,0.0893,3.035,2.7639,14644.8
(PA31),N,13.7,0.0725,3.2189,2.9854,
(PA4),N,12.8,0.2533,3.1725,2.3688,
(PA4),N,12.3,0.1682,3.1175,2.5931,
(PA4),N,13.6,0.0887,3.0978,2.8231,
(PA47),N,13.4,0.05,2.9806,2.8315,
(PA49),N,13.8,0.1329,3.0078,2.608,
(PB),N,13.1,0.134,2.6491,2.294,27682.92
(PB1),N,12.9,0.1045,3.0198,2.7042,
(PB116),N,13.7,0.046,3.1964,3.0493,
(PB2),N,13.1,0.0704,2.858,2.6567,164340
(PB20),N,13.5,0.1317,3.1957,2.7747,
(PB26),N,13.7,0.3129,3.1857,2.189,
(PB3),N,11.7,0.1235,3.2454,2.8445,
(PB3),N,13.5,0.0564,3.1088,2.9335,
(PB5),N,13.6,0.0816,3.2291,2.9656,10468.8
(PB78),N,12.8,0.272,3.9535,2.8783,
(PB9),N,12.5,0.1085,5.2104,4.645,
(PC11),N,13,0.1631,2.6633,2.2289,
(PC12),N,13.8,0.1073,3.1383,2.8017,
(PC16),N,13.7,0.1972,3.1579,2.5352,
(PC18),N,13.2,0.0793,2.8051,2.5826,45486
(PC2),N,13.8,0.2607,3.9716,2.936,
(PC2),N,13,0.1908,2.6618,2.1538,291132
(PC2),N,13.9,0.0955,2.5192,2.2785,
(PC25),N,13.8,0.0631,3.2499,3.0448,
(PC3),N,12.5,0.1523,3.0565,2.5911,
(PC35),N,12.7,0.0924,3.1454,2.8548,
(PC6),N,13.9,0.1187,3.0713,2.7068,61272
(PC7),N,13.7,0.0856,2.7834,2.5452,26190
(PD),N,13.7,0.126,3.0104,2.631,
(PD),N,12.6,0.1087,2.9467,2.6265,
(PD12),N,13.4,0.0353,3.1712,3.0593,
(PD2),N,13.2,0.1993,3.008,2.4084,
(PD38),N,13.6,0.1498,3.1079,2.6423,
(PD41),N,12.6,0.0396,3.1138,2.9904,
(PD9),N,13.3,0.1253,3.0016,2.6255,
(PE),N,12.7,0.2533,3.0929,2.3094,13014
(PE2),N,13.3,0.3047,2.6171,1.8196,70315.2
(PE4),N,13.9,0.1423,3.1627,2.7126,
(PE45),N,13.9,0.1737,3.1662,2.6161,
(PE5),N,13.7,0.0911,3.0086,2.7344,
(PE72),N,13.8,0.0724,3.2344,3.0003,
(PE9),N,13.2,0.0936,5.1338,4.6532,
(PF),N,13,0.2423,2.742,2.0776,
(PF),N,12.9,0.0551,2.6413,2.4956,25236
(PF18),N,13.5,0.1289,2.5545,2.2253,
(PF24),N,12.7,0.1246,3.1967,2.7984,31701.6
(PF4),N,13.2,0.117,3.1484,2.7801,
(PF59),N,13.5,0.225,3.088,2.3932,
(PF9),N,13.9,0.1845,3.1605,2.5772,
(PF9),N,13.8,0.1141,2.6956,2.388,
(PG18),N,13.7,0.2341,3.2567,2.4942,
(PG19),N,13.6,0.053,2.9738,2.8163,
(PG2),N,13.7,0.0418,3.0807,2.952,
(PG34),N,13.4,0.0985,3.0334,2.7345,
(PG38),N,13.2,0.1193,3.1134,2.7419,
(PG8),N,13.8,0.0503,3.083,2.928,
(PH),N,13.9,0.1527,2.7952,2.3684,
(PH12),N,12.4,0.1374,3.0886,2.6642,744076.8
(PH2),N,13.1,0.1307,3.0465,2.6484,13248
(PH28),N,13.5,0.057,3.1667,2.9863,
(PH3),N,13.6,0.1062,3.0708,2.7447,
(PH37),N,11.9,0.0737,5.229,4.8436,
(PH47),N,13.5,0.0499,5.2709,5.0079,
(PJ1),N,12.7,0.0408,5.1781,4.9668,
(PJ1),N,13.8,0.2017,2.7983,2.2338,
(PJ12),N,13.3,0.1511,3.0493,2.5886,
(PJ13),N,13.5,0.1625,3.1983,2.6787,17751.6
(PJ20),N,13.3,0.2258,2.7718,2.1459,
(PJ26),N,13.9,0.2835,3.1687,2.2704,
(PJ4),N,12.2,0.0883,5.1699,4.7133,
(PJ4),N,13.9,0.1876,3.9838,3.2365,27734.4
(PJ4),N,12.5,0.1383,2.668,2.299,
(PJ41),N,13.9,0.1303,2.7386,2.3818,
(PJ62),N,13.4,0.0834,3.081,2.8239,
(PK),N,13.8,0.3135,2.6033,1.7872,
(PK11),N,13.1,0.1771,2.7453,2.2591,
(PK14),N,12.7,0.0978,5.2192,4.7087,
(PK15),N,13.9,0.2342,2.5817,1.9771,
(PK16),N,13.7,0.1962,2.9551,2.3753,
(PK24),N,13.5,0.0959,3.1685,2.8646,
(PK31),N,13.5,0.1834,3.1726,2.5907,
(PK46),N,13.7,0.0759,3.1628,2.9229,
(PK55),N,13.8,0.0115,3.2191,3.182,
(PK59),N,13.3,0.0413,3.0221,2.8974,
(PK8),N,12.2,0.1127,3.1787,2.8205,34125.084
(PK83),N,13.9,0.1572,3.1353,2.6425,
(PL1),N,13.2,0.1543,3.2112,2.7157,
(PL11),N,13.8,0.1421,3.1105,2.6686,
(PL2),N,12.2,0.0677,3.1914,2.9754,
